text	label
dean rosenthal is an american composer of instrumental and electronic music sound installations and field recordings he also serves as co editor of the open space web magazine and is a contributing editor to the open space magazine he works with mathematical formulas and found objects as his central practice	Artist
uss maartensdijk  id 2497  was a freighter seized by u s customs when the united states declared war against germany in world war i maartensdijk a dutch owned vessel was used by the navy to transport military cargo across the atlantic ocean in support of allied troops in europe	MeanOfTransportation
ss west loquassuck was a steel hulled cargo ship built for the united states shipping board 's emergency fleet corporation in world war i after completion on 15 october 1918 the ship was immediately commissioned into the u s	MeanOfTransportation
the north american islamic trust  nait  is a saudi backed organization based in plainfield indiana that owns islamic properties and promotes waqf  islamic endowments  in north america	Company
burg ottenstein is a castle in lower austria austria	Building
guzmania glomerata is a species of the genus guzmania this species is native to costa rica and ecuador	Plant
encyclia pyriformis is a species of orchid	Plant
chiaksan is a mountain in the province of gangwon do south korea its area extends across the city of wonju and the county of hoengseong chiaksan has an elevation of 1288 m  4226 ft 	NaturalPlace
ps sea nymph was a paddle steamer passenger vessel operated by the london and north western railway from 1856 to 1876	MeanOfTransportation
melieria sabuleti is a species of ulidiid or picture winged fly in the genus melieria of the family ulidiidae	Animal
bitecta murina is a moth of the arctiidae family it was described by heylaerts in 1891 it is found on java	Animal
the cochrane river is a short river of chile located in the ays n del general carlos ib ez del campo region it is the outlet of cochrane lake and empties into the baker river the town of cochrane is situated along the river	NaturalPlace
ed setzler currently represents georgia 's 35th district in the georgia house of representatives	OfficeHolder
miconia ascendens is a species of plant in the melastomataceae family it is a shrub vine or liana endemic to ecuador its natural habitats are subtropical or tropical moist montane forests and subtropical or tropical high altitude shrubland	Plant
graduation journey: i came from japan  sotsugy ryok nihon kara kimashita  is a 1993 film directed by sh suke kaneko it was distributed by toho it stars y ji oda and takeshi kaga	Film
the dr gan river is a tributary of the florei river in romania	NaturalPlace
ustad badruddin manji khan  1888 1937  was a hindustani classical vocalist of the jaipur atrauli gharana founded by his father utd alladiya khan	Artist
nymphaea lotus the tiger lotus white lotus or egyptian white water lily is a flowering plant of the family nymphaeaceae	Plant
the fagu river is a tributary of the valea mare river in romania	NaturalPlace
pomaderris paniculosa commonly known as scurfy pomaderris is a shrub species native to southern australia two subspecies are currently recognised:p paniculosa f muell ex reissek subsp paniculosa inland pomaderris the nominate subspeciesp paniculosa subsp paralia n g walsh coast pomaderris	Plant
graciliclava costatus is a species of sea snail a marine gastropod mollusk in the family horaiclavidae it was within turridae	Animal
the mcleod river is a river in west central alberta canada it forms in the foothills of the canadian rockies and is a major tributary of the athabasca river	NaturalPlace
heliamphora glabra  latin: glaber bald  is a species of marsh pitcher plant native to serra do sol in venezuela it was for a long time considered a form of h heterodoxa but has recently been raised to species rank	Plant
the ghere river is a headwater of the jie in romania	NaturalPlace
the jiulong river or jiulong jiang  simplified chinese: traditional chinese: pinyin: ji l ng ji ng pe h e j:ki li ng kang  is the largest river in southern fujian and the second largest in the province	NaturalPlace
the mak g 1202 bb is a four axle b'b' off centre cab diesel hydraulic locomotive built by maschinenbau kiel in germany	MeanOfTransportation
stanney brook is a watercourse in greater manchester england it originates in the burnage area of shaw and crompton and flows through milnrow into rochdale before joining the river roch at newbold brow	NaturalPlace
busan international finance center is a major development in busan south korea the tallest skyscraper was topped out in 2014 with a height of 289m  948feet 	Building
uss massachusetts  1860  was a large steamer acquired by the u s navy prior to the american civil war she was used by the union navy as a gunship in the blockade of confederate ports	MeanOfTransportation
didymoctenia is a genus of moth in the family geometridae	Animal
the daily star is the largest circulating daily english language newspaper in bangladesh founded by syed mohammed ali on 14 january 1991 as bangladesh transitioned and restored parliamentary democracy the daily star emerged as a leading and influential national newspaper of record	WrittenWork
the cape or venter 's lechwe  kobus leche venterae  is a now extinct subspecies of the varied red lechwe kobus leche that formerly occurred in the north west gauteng free state northern cape and eastern cape provinces of south africa	Animal
gastrodia africana is a species of plant in the orchidaceae family it is endemic to cameroon its natural habitat is subtropical or tropical dry forests it is threatened by habitat loss	Plant
euptera hirundo is a butterfly in the nymphalidae family it is found in cameroon gabon the democratic republic of congo uganda kenya zambia and tanzania the habitat consists of forests	Animal
the valea porumbenilor river or porumbeni river is a tributary of the c lni tea river in romania	NaturalPlace
parentephria is a genus of moth in the family geometridae	Animal
streap is a mountain in lochaber highland scotland it lies on a long ridge that separates glen finnan from gleann dubh lighe about 5 km north east of the town of glenfinnan	NaturalPlace
rumi neely is a fashion blogger known for her style and photography and is of japanese dutch and scottish descent	Artist
crown financial ministries or crown is a nondenominational evangelical christian ministry with the stated mission of equipping servant leaders to live by god s design for their finances work and life to advance transformation	Company
the salmson randonn e is a luxury car produced by soci t des moteurs salmson from autumn 1950 till 1954 it was introduced as the randonn e e 72 but in february 1951 this was superseded by the broadly similar randonn e g 72	MeanOfTransportation
the stephen and harriet myers house is located on livingston avenue in albany new york united states it is a greek revival townhouse built in the mid 19th century in 2004 it was listed on the national register of historic places as the stephen and harriet myers residence	Building
the duchess of langeais is a 2007 french film directed by jacques rivette	Film
teucrium is a genus of perennial plants in the family lamiaceae the name is believed to refer to king teucer of troy members of the genus are commonly known as germanders these species are herbs shrubs or subshrubs they are most common in mediterranean climates	Plant
the bristol buckmaster was an advanced british training aircraft operated by the royal air force during the 1950s	MeanOfTransportation
flamenco  spanish: duende y misterio del flamenco  is a 1952 spanish documentary film directed by edgar neville it was entered into the 1953 cannes film festival	Film
roehr motorcycle company was a us motorcycle manufacturer based gurnee illinois it closed down in 2012	Company
bap ferr  dm 74  was a daring class destroyer in service with the peruvian navy from 1973 to 2007 she was built by yarrow shipbuilders and completed for the royal navy in 1953 as hms decoy  d106 	MeanOfTransportation
earls is a family owned casual dining chain that operates a total of 64 restaurants in canada as well as washington colorado and miami in the united states their head office is in vancouver british columbia canada	Company
the sundance range is a mountain range in the canadian rockies south of the town of banff it is located on the continental divide which forms the boundary between british columbia and alberta in this region	NaturalPlace
pakaraimaea is a genus of flowering plants in the family dipterocarpaceae in the american subfamily pakaraimoideae the genus contains a single species pakaraimaea dipterocarpacea from south america the species is found in the western highlands of guyana and in adjacent bolivar state in venezuela	Plant
nipponentomon is a genus of proturans in the family acerentomidae	Animal
quintessence records started in 1976 quintessence was formed by pickwick international inc as a budget label pickwick s trademark for quintessence was filed on december 10 1976 with the initial q made to look like a clef symbol the label was devoted to the licensed reissue of historic classical recordings	Company
phalonidia droserantha is a species of moth of the tortricidae family it is found in china  yunnan 	Animal
noshi gilani  urdu:   born 1964  in bahawalpur pakistan is an urdu poet and a former academic from the islamia university bahawalpur pakistan she has written several books of poetry	Artist
myoporum stokesii is a species of plant in the scrophulariaceae family it is endemic to french polynesia	Plant
goshen primitive baptist church is a historic primitive baptist church in winchester kentucky it was built in 1850 and added to the national register of historic places in 1979	Building
the p uleasca river is a tributary of the mini river in romania	NaturalPlace
pselaphostena vansoni is a beetle in the pselaphostena genus which is in the mordellidae family it was described in 1951 by franciscolo	Animal
rorig bridge is a historic pratt through truss bridge located at westfield in chautauqua county new york it was constructed in 1890 by the groton bridge and manufacturing company and spans chautauqua creek it was listed on the national register of historic places in 1983	Building
the steamboat l t haas was a vessel that operated on lake washington in the first part of the 20th century	MeanOfTransportation
common names: bismarck ringed pythonbothrochilus is a monotypic genus containing the nonvenomous python species b boa found on the islands of the bismarck archipelago no subspecies are currently recognized	Animal
campomanesia rufa is a species of plant in the myrtaceae family it is endemic to brazil	Plant
the baker mb 1 is a 45 degree delta winged experimental aircraft designed to maximize use of its 85 hp  63 kw  engine and experiment with delta winged design	MeanOfTransportation
sandra blow  14 september 1925 22 august 2006  was an english painter	Artist
el sicario room 164 is a 2010 documentary film directed by gianfranco rosi and based on an article by charles bowden	Film
dallas city hall is the seat of dallas municipal government located at 1500 marilla in the government district of downtown dallas texas  usa  the current building the city 's fifth city hall was completed in 1978 and replaced the dallas municipal building	Building
maurice mmaduakolam iwu is a nigerian professor of pharmacognosy who was appointed chairman of the independent national electoral commission  inec  in june 2005 and was removed from office in april 2010	OfficeHolder
chenopodium littoreum is an uncommon species of flowering plant in the amaranth family it is endemic to california known only from sections of the coastline of central california in san luis obispo and santa barbara counties	Plant
men in aida is a homophonic translation of book one of homer 's iliad into a farcical bathhouse scenario perhaps alluding to the homoerotic aspects of ancient greek culture it was written by the language poet david melnick and is an example of poetic postmodernism	WrittenWork
banksia purdieana is a shrub endemic to western australia	Plant
zimmerbach is a river of thuringia germany it flows for 3 kilometres	NaturalPlace
hms zest  r02  was a z class destroyer of the british royal navy that saw service during world war ii 1	MeanOfTransportation
jacquin desiree strouss lucena  born 22 february 1953  is the wife of the 29th president of colombia ernesto samper pizano and served as first lady of colombia from 1994 to 1998	OfficeHolder
rollway lake  also murphey lake murphy lake and stony lake  is a lake located in beaver township and denver township in newaygo county michigan rollway lake lies at an elevation of 787 feet  240 m 	NaturalPlace
the body snatchers is a 1955 science fiction novel by jack finney originally serialized in colliers magazine in 1954 which describes the fictional town of santa mira california being invaded by seeds that have drifted to earth from space	WrittenWork
buzara feneratrix small is a moth of the noctuidae family it is found in sundaland and thailand	Animal
the hha type dt4 is a four car electric multiple unit train built for the hamburg hochbahn it was first introduced in 1988 and is currently the second newest type of subway trains in hamburg	MeanOfTransportation
thottavadi is a malayalam language film it was released in 1973	Film
the corrente river  bahia  is a river of bahia state in eastern brazil	NaturalPlace
lac d'aygue rouye is a lake in hautes pyr n es france at an elevation of 1595 m its surface area is 0 01 km	NaturalPlace
snarkitecture is a brooklyn new york based collaborative practice founded by daniel arsham and alex mustonen	Company
eustrephus is a monotypic genus in the family asparagaceae subfamily lomandroideae eustrephus latifolius commonly named wombat berry is the sole species of evergreen vines which grow naturally in malesia the pacific islands and eastern australia	Plant
urbani izziv  english: urban challenge  is a biannual peer reviewed academic journal published by the urban planning institute of the republic of slovenia it was established in december 1989 and covers all aspects of urban planning and urban studies the journal is published in english and slovenian	WrittenWork
hatari !  pronounced h t ri swahili for danger !  is a 1962 american film directed by howard hawks and starring john wayne	Film
the plymouth meeting mall is a 952200 square feet  88460 m2  shopping mall located in plymouth meeting pennsylvania approximately 20 miles  32 km  west of philadelphia	Building
plesiocystiscus is a genus of minute predatory sea snails marine gastropod mollusks or micromollusks in the family cystiscidae	Animal
gail haines is a republican politician from michigan currently serving in the michigan house of representatives a former member of the lake angelus city council haines was a teacher for 12 years and is a member of a number of community boards and organizations	OfficeHolder
calliandropsis is a genus of flowering plants in the legume family fabaceae it belongs to the sub family mimosoideae	Plant
the hawkins county courthouse is the seat of county government for hawkins county tennessee located in the city of rogersville it was built in 1836 it is one of six antebellum courthouses still in use in tennessee and it is the 2nd oldest courthouse still in use in the state	Building
jeffrey stuart sutton  born october 31 1960 in dhahran saudi arabia  is a federal judge on the united states court of appeals for the sixth circuit	OfficeHolder
orchis galilaea is a species of orchid found from southern turkey to israel this species is pollinated by the bee halictus marginatus	Plant
hide and seek is a 1997 novel written by thriller novel writer james patterson	WrittenWork
imre poniklo  born 16 october 1974  is a hungarian indie musician best known as the lead singer songwriter lyricist and guitarist of the indie rock band amber smith he is also a solo artist under the name poniklo as a singer poniklo 's voice lies in the baritone range	Artist
donald mcdonald dickinson  january 17 1846 october 15 1917  was a lawyer and politician from the u s state of michigan dickinson was born in oswego county new york and moved with his family to michigan when he was two years old	OfficeHolder
medidata solutions is an american based multinational computer technology corporation that specializes in developing and marketing cloud based solutions to address functions throughout the clinical development process	Company
the howard county circuit courthouse is located at 8360 court avenue in ellicott city maryland the courthouse houses the chambers and courtrooms for the 5 judges of the circuit court for howard county as well as the clerk 's offices jurors' assembly room the law library and masters' offices	Building
the loves of madame dubarry a k a i give my heart is a 1935 british historical film adapted from the stage operetta the dubarry directed by marcel varnel and produced by j h hoffberg company it is based on the life of madame du barry	Film
the pala da tgiern is a mountain of the swiss lepontine alps overlooking suraua in the canton of graub nden it lies north of the crap grisch in the val lumnezia	NaturalPlace
does the jazz lead to destruction \? is a 1919 australian silent film about the jazz craze it is considered a lost film	Film
anthurium pirottae is a species of plant in the araceae family it is endemic to ecuador its natural habitat is subtropical or tropical moist lowland forests it is threatened by habitat loss	Plant
hospital santo tom s  hst   english: saint thomas hospital  is the largest public hospital that the panamanian health ministry has its long history goes as far as 1703	Building
wisdom of the idiots is a book of sufi teaching stories by the writer idries shah first published by the octagon press in 1969 a paperback edition was published in 1991	WrittenWork
stachytarpheta steyermarkii is a species of plant in the verbenaceae family it is endemic to ecuador its natural habitat is subtropical or tropical moist montane forests	Plant
wild search   is a 1989 hong kong film directed by ringo lam the film is a pseudo remake of the 1984 film witness it deals with hong kong  city  cops and mainland criminals	Film
chuang kuo jung  traditional chinese: simplified chinese: pinyin: zhu ng gu r ng wade giles: chu ng ku j ng pe h e j:chong kok ng born 1960  is a former secretary general of the ministry of education in taiwan he served under minister tu cheng sheng	OfficeHolder
the masonic temple hoquiam in hoquiam washington was built in 1922 it was listed on the national register of historic places in 2007	Building
shubuta methodist episcopal church south is a historic methodist episcopal church on high street  us 45  on the east side in shubuta mississippi it was built in 1891 and added to the national register in 1994	Building
de danadan  marathi:  is a marathi film directed by mahesh kothare and released in india in 1987	Film
high grass circus is a 1976 national film board of canada documentary film co directed by tony ianzelo and torben schioler exploring 24 hours in the life of the royal brothers' traveling circus it was nominated for an academy award for best documentary feature	Film
coptis chinensis the chinese goldthread is a species of goldthread native to china	Plant
anthony joseph tony ayers ac  born 1933  is a retired senior australian public servant	OfficeHolder
chen daoming  born 26 april 1955  is an award winning chinese actor who has starred in various genres of film and television series	Artist
the lapworth museum of geology is a major geological museum run by the university of birmingham in edgbaston birmingham england the museum is located within the grade ii listed aston webb building which retains the original edwardian features the museum has a history which dates back 1880	Building
the branco river is a river of par state in north central brazil	NaturalPlace
shanghai construction group  scg  is a chinese construction and engineering company ranked as the 16th largest construction company in the world based on 2011 revenues	Company
gate mudaliyar arumugampillai coomaraswamy  1783 1836  was a sri lankan tamil politician during the british ceylon and served on the legislative council from 1833 to 1846 he was the father of sir muthu coomaraswamy and grandfather of ananda coomaraswamy	OfficeHolder
john walter olver  born september 3 1936  is an american politician who was the u s representative for massachusetts 's 1st congressional district from 1991 to 2013 raised on a farm in pennsylvania olver graduated from college at the age of 18 and went on to earn a ph d	OfficeHolder
intelligent creatures  ic  is a motion picture visual effects company located in toronto canada	Company
the vickers type 161 was an unusual 1930s pusher biplane interceptor designed to attack aircraft from below with a single upward angle large calibre gun the aircraft flew well but the concept was abandoned only one was built	MeanOfTransportation
marvin v keller  september 19 1906 october 1976  is a former republican member of the pennsylvania state senate serving from 1959 to 1970 he also served in the pennsylvania house of representatives	OfficeHolder
jerry saltz  born march 19 1951  is an american art critic since 2006 he has been senior art critic and columnist for new york magazine formerly the senior art critic for the village voice he has been nominated for the pulitzer prize in criticism three times	Artist
bucculatrix kogii is a moth in the bucculatricidae family it was described by kobayashi hirowatari and kuroko in 2010 it is found in japan  hokkaido  the wingspan is 7 8 mm the forewings are white with some dark brown irrorations the hindwings are grey	Animal
anisophyllea impressinervia is a species of plant in the anisophylleaceae family it is endemic to malaysia	Plant
speech and phenomena: and other essays on husserl 's theory of signs  french: la voix et le ph nom ne  is a book by french philosopher jacques derrida it was published in 1967 alongside of grammatology and writing and difference	WrittenWork
the fuji t 7  previously t 3 kai  is a japanese primary trainer aircraft built by fuji heavy industries for the japan air self defense force a development of fuji 's earlier t 3 trainer it is a single engined monoplane powered by a turboprop engine	MeanOfTransportation
ss navemar was a spanish freighter that was used in 1941 to evacuate about 1120 european jewish refugees to the united states in grossly overcrowded and unsanitary conditions	MeanOfTransportation
hovdala castle  swedish: hovdala slott  is a castle in h ssleholm municipality scania in southern sweden	Building
bebearia innocua the innocuous forester is a butterfly in the nymphalidae family it is found in nigeria and cameroon the habitat consists of forests	Animal
the miferma class cc 01 21 diesel locomotives were built by alsthom in france between 1961 and 1965	MeanOfTransportation
schistura anambarensis is a species of ray finned fish in the genus schistura	Animal
first community bank  fcb  is a commercial bank in kenya it is one of the commercial banks licensed by the central bank of kenya the national banking regulator	Company
the volvo snabbe and trygge was a series of light trucks produced by swedish automaker volvo between 1956 and 1975	MeanOfTransportation
the caproni ca 309 ghibli was an italian aircraft used in world war ii its nickname served as the inspiration for studio ghibli 's name	MeanOfTransportation
the american elm ulmus americana cultivar 'littleford' is an older cultivar originally cloned from a tree in hinsdale circa 1915 and first released in 1927	Plant
mutisia microphylla is a species of flowering plant in the asteraceae family it is found only in ecuador its natural habitats are subtropical or tropical moist montane forests and subtropical or tropical high altitude shrubland it is threatened by habitat loss	Plant
sing a song of six pants is the 102nd short subject starring american slapstick comedy team the three stooges the trio made a total of 190 shorts for columbia pictures between 1934 and 1959	Film
galloping hoofs is a 1924 american western film serial directed by george b seitz the film is now considered to be lost	Film
tahira syed  urdu:   born 1958  is a pakistani ghazal and folk singer her repertoire of urdu punjabi and pahari folk songs have made her a popular singer	Artist
playflock is a free to play casual social game developer located in moscow russian federation they develop browser based casual games that can be played on social networking platforms such as vkontakte facebook moimir and odnoklassniki	Company
neverita josephinia is a species of predatory sea snail a marine gastropod mollusk in the family naticidae the moon shells this is the type species of the genus neverita	Animal
the miles merchantman was a scaled up and four engined development of the miles aerovan light freighter it flew in 1947 but the design was abandoned when miles aircraft was taken over by handley page in 1948	MeanOfTransportation
al bell  born alvertis isbell march 15 1940 brinkley arkansas united states  is an american record producer songwriter and record executive	Artist
roger wood  died 1654  was governor of bermuda from 1629 to 1637 replacing captain philip bell	OfficeHolder
martha joanna reade nash lamb  august 13 1829 january 2 1893  was a united states author editor and historian	Artist
charles philip yorke 5th earl of hardwicke pc dl  23 april 1836 18 may 1897  styled viscount royston until 1873 and nicknamed champagne charlie for his love of the high life was a british aristocrat conservative politician dandy and bankrupt	OfficeHolder
the 2470 class was a class of diesel locomotives built by clyde engineering eagle farm for queensland railways between 1980 and 1983	MeanOfTransportation
usns andrew j higgins  t ao 190  was a henry j kaiser class fleet replenishment oiler of the united states navy which saw active service from 1987 to 1996 sold to chile in 2009 she was commissioned as almirante montt in the chilean navy in 2010	MeanOfTransportation
el ahijado de la muerte  the godson of death  is a 1946 mexican film it was the first film to be written by luis alcoriza	Film
the murray river is a minor river on stewart island rakiura of new zealand it enters the foveaux strait sea on the eastern side of the island	NaturalPlace
michael andrew sembello  born april 17 1954  is an american musician and songwriter from philadelphia pennsylvania	Artist
crystal aikin is an american gospel singer songwriter from tacoma washington and the winner of the first season of sunday best her eponymous debut album was released on january 13 2009 through verity records	Artist
prithvi was a 1997 mystery film starring suniel shetty in title role and shilpa shetty in double role	Film
kilipetchu ketkava is a 1993 tamil language indian feature film directed by fazil starring mammootty and kanaka in lead roles	Film
the ehrichspitze is a mountain in the weisskamm group of the tztal alps	NaturalPlace
minicom advanced systems  hebrew:  is an information technology manufacturer of kvm switches extenders and remote access management solutions that facilitate control of corporate it environments the company is located in jerusalem israel and has regional offices in north america europe and china	Company
the saunders helicogyre was a 1920s experimental helicopter designed by vittorio isaaco and built by s e saunders limited for the british air ministry	MeanOfTransportation
foreverlamp is a led lighting company founded in 2010 by peter s shen in collaboration with alessi foreverlamp designs produces and distributes high quality led lighting products foreverlamp is headquartered in the netherlands and holds regional offices in beijing hong kong and los angeles	Company
the great gerbil is a large gerbil found throughout much of central asia	Animal
the aua padina river is a tributary of the cerna river in romania	NaturalPlace
stiliger is a genus of small and minute sacoglossan or sap sucking sea slugs they are marine gastropod mollusks in the family limapontiidae they somewhat resemble nudibranchs but are not closely related to them they are a rich green in color caused by the green algae they eat	Animal
eugyrinus is an extinct genus of dendrerpetontid temnospondyl	Animal
the sikorsky mh 60t jayhawk is a multi mission twin engine medium range helicopter operated by the united states coast guard for search and rescue law enforcement military readiness and marine environmental protection missions	MeanOfTransportation
enk complex prishtina is a residential and shopping center in prishtina kosovo	Building
l gvasstinden is a mountain of oppland in southern norway	NaturalPlace
skyview airways co ltd which operates as r airlines is a charter airline based in bangkok thailand its head office is located at don mueang international airport in don mueang district bangkok the airline focuses on the medium long haul charter market	Company
the banque de l'union parisienne  bup  was a french investment bank	Company
arthur blythe  born may 7 1940 in los angeles california  is an american jazz alto saxophonist and composer his stylistic voice has a distinct vibrato and he plays within the post bop subgenre of jazz	Artist
the c class are a class of diesel locomotive built by clyde engineering rosewater for the victorian railways in 1977 78	MeanOfTransportation
ernst friedrich august rietschel  15 december 1804 21 january 1861  was a german sculptor	Artist
mary robinson was an 1854 medium clipper in the san francisco india and the guano trades she was known for having spent an entire month attempting to round cape horn in bad weather	MeanOfTransportation
kvarnsj n is a lake of s dermanland sweden	NaturalPlace
tillandsia guelzii is a species of the genus tillandsia there is some confusion as to the correct habitat of this species	Plant
tsure ga utsu ni narimashite   is a japanese manga written and illustrated by tenten hosokawa it was adapted into a live action television series in 2009 and a live action film in 2011	WrittenWork
apochiton is a genus of grass in the poaceae family	Plant
town house brook is a watercourse in greater manchester and a tributary of the river roch	NaturalPlace
belokamenka is a fso  floating storage and offloading  vessel located in kola bay near murmansk it has been converted from a massive oil tanker	MeanOfTransportation
larson 's book of world religions and alternative spirituality is a non fiction book by bob larson american author and television evangelist it discusses cults new age movements and alternative religions from a biblical and christian perspective	WrittenWork
value partners management consulting is a management consulting firm headquartered in milan italy it has offices in 10 cities: milan london istanbul dubai s o paulo buenos aires beijing shanghai hong kong and singapore value partners has 25 partners and around 250 employees	Company
desto records was an american classical music record label based in new york and founded in approximately 1964 its records were distributed by cms records of mount vernon new york beginning in the 1970s	Company
pico da neblina  portuguese pronunciation: piku d ne bl n mist peak  is the highest mountain in brazil 2994 metres  9823 ft  above sea level in the serra da neblina serra do imeri a section of the guiana highlands on the brazil venezuela border	NaturalPlace
the gp 4 is an experimental aircraft designed to fly cross country with two passengers 1200 nmi  2222 km  at 240 mph  386 km h  aircraft spruce specialty co has the rights to distribute the kits for the aircraft while the plans are distributed by osprey aircraft	MeanOfTransportation
gazella harmonae is an extinct gazelle which existed in what is now ethiopia during the pliocene epoch it was described by denis geraads ren bobe and kaye reed in 2012 approximately the size of a living dorcas gazelle the animal was noted for its unusual spiral horn cores	Animal
lewis merenstein is most famous as the record producer for the van morrison album astral weeks and as executive producer for moondance morrison 's 1970 album astral weeks is listed as 19 on the rolling stone magazine 's the 500 greatest albums of all time in 2003	Artist
utricularia longifolia is a large perennial carnivorous plant that belongs to the genus utricularia u longifolia a terrestrial or lithophyte species is endemic to brazil	Plant
ahn junghyo  this is the author 's preferred romanization per lti korea  is a south korean novelist and literary translator	Artist
sleepaway camp iv: the survivor is the fourth entry in the sleepaway camp series	Film
the ellipse zenith is a french high wing single place hang glider that was designed and produced by la soci t ellipse of tuz	MeanOfTransportation
jimmy carl black  february 1 1938 november 1 2008  born james carl inkanish jr was a drummer and vocalist for the mothers of invention	Artist
the aisa i 115 is a low wing single engined military primary trainer with tandem seating which went into service with the spanish air force in 1956 after retirement in 1976 many were sold to civil operators	MeanOfTransportation
sky m xico is a company that operates a subscription television service in the mexico central america dominican republic area it produces tv content and owns several tv channels it is one of mexico 's leading pay tv providers and is owned by televisa and directv	Company
the little waingaro river is a river of the tasman region of new zealand it is a tributary of the waingaro river which it meets 10 kilometres south of takaka	NaturalPlace
60 wall street is a 55 story skyscraper  745 feet 227 meters  in lower manhattan which currently serves as the american headquarters of deutsche bank	Building
astronauts for hire  a4h  is a nonprofit corporation whose mission is to increase the competitiveness of commercial astronaut candidates by providing skills training facilitating forums for candidate communication engaging with potential employers and inspiring the next generation	Company
teleflora is a floral wire service company which brokers orders to local florists for delivery	Company
