text	label
what happened to my cellphone	find_phone
i need to call sal	make_call
what is the most amount of time that is considered safe to store uncooked chicken in the fridge	food_last
tell my bank's fraud department i'm going to mexico	travel_notification
where can i get the form i need to do my taxes, please	w2
i need a delivery tracked	order_status
at what time should i be boarding my flight	flight_status
is there an update on flight dl123	flight_status
am i allowed to increase my credit limit to $1000	credit_limit_change
i'd love to hear a joke	tell_joke
when is it time for a tire change	tire_change
i need you to clear my todo list	todo_list_update
what benefits does my insurance have	insurance
i'm going to canada soon, do i need a visa	international_visa
i need you to tell me what time it is in new york now	time
do you need a special outlet converter in sweden	plug_type
cancel my reservation for dinner this saturday	cancel_reservation
what can't i carry-on to delta	carry_on
should i cook this for a long time	cook_time
tell me how long i will need to spend preparing a meat loaf dish	cook_time
how many calories are in cheerios	calories
i want to get an appointment to get my oil changed	schedule_maintenance
is it possible to get a table for 4 at the village inn around 10am	restaurant_reservation
do you have the time	time
could you tell me how much i've spent over the past two weeks	spending_history
how much gas do i have in my tank	gas
how healthy is tomato soup	nutrition_info
get reservations at olive garden for two at 7:00pm under michael	restaurant_reservation
how busy it that place for dinner	how_busy
i need laundry to be put on my list of things to do	todo_list_update
what is my name saved as in your system	user_name
how long will i have to wait at cheesecake factory	how_busy
what is the lowest amount i can pay for my cellphone bill	min_payment
do i have any meetings planned for today	meeting_schedule
what do i say when i report a split credit card	damaged_card
find my credit score and tell it to me	credit_score
madison to atlanta delta ticket	book_flight
book a flight to los angeles from las vegas on american airlines	book_flight
because of circumstances i don't need my reservation anymore	cancel_reservation
can you roll the dice	roll_dice
schedule a mechanic	schedule_maintenance
speak in german	change_language
what location were you born	where_are_you_from
show me some restaurants that have high reviews for eating out	restaurant_suggestion
can you add cherrios to my shopping list	shopping_list_update
how is the weather in austin	weather
what's the current count of my pto days	pto_balance
definition of zesty	definition
when referring to you, what name should i use	what_is_your_name
tell me when my meeting is scheduled with roger	meeting_schedule
onpay gives you two convenient ways to pay your employees	direct_deposit
is the sushi well-received at yakamoto	restaurant_reviews
set up direct deposit for me	direct_deposit
tell me what time it is	time
what items are on my list of to-dos	todo_list
what are some cool tourist attractions in england	travel_suggestion
what is the status of my credit card application looking like	application_status
can you change my credit limit	credit_limit_change
skip over this song	next_song
can you monitor my package's progress	order_status
absolutely not	no
are there any open reservations at outback tonight	restaurant_reservation
is the dollar strong against the yen today	exchange_rate
turn up the speaker volume	change_volume
i'm traveling to ca soon and want to inform my bank	travel_notification
what are youâre hobbies, ai	what_are_your_hobbies
what is my intetest rate	interest_rate
i wanna know the next holiday	next_holiday
where should i look for my w-2	w2
please change my name to tom	change_user_name
how much is the minimum payment on my chase card	min_payment
can you find me my phone	find_phone
can you schedule a meeting with matt for 3	schedule_meeting
walk me through making changes to my insurance policy	insurance_change
could you let me know how old you are	how_old_are_you
can you find my credit score	credit_score
delete my to do list	todo_list_update
you wrote what for my name	user_name
can you find me the apr listed on the statement for my citi mastercard	apr
where is my location	current_location
i have transactions on my card that aren't mine	report_fraud
look for me a table at carl's cabin for twelve at eight	restaurant_reservation
please lookup my experion credit score	credit_score
please transfer $5000 to money market from checking account	transfer
how busy is mc donald at 8 in the morning	how_busy
my account needs to be frozen	freeze_account
how did my bank account get frozen	account_blocked
i prefer to be called jason	change_user_name
add hells bells by acdc to my playlist	update_playlist
i'd like to set a new timer	timer
can i schedule a check up for my tires somewhere	schedule_maintenance
please call an uber for 6 people to go to amazon's southside warehouse	uber
that's not what i want!	no
needing you to play the next song	next_song
let me know what's on my shopping list	shopping_list
how much is 10 us dollars in canadian dollars	exchange_rate
my visa has been damaged	damaged_card
does z used the same plus as we do in the united states	plug_type
what are the best italian restaurants in chicago	restaurant_suggestion
can you please sat it one more time	repeat
can i sub sugar for salt	ingredient_substitution
i am confused because my account seems to have been blocked for no reason	account_blocked
how much are my taxes for my income	taxes
what do i pay in taxes	taxes
can you tell me what name you have for me	user_name
please tell me my bank balance	balance
the answer is false	no
what kind of sockets do the us use	plug_type
when will i know if my visa card application was approved	application_status
could you share my credit score	credit_score
what are the things that i have for today	todo_list
what is the meaning of altruism	definition
what subjects are you familiar with	what_can_i_ask_you
are your real or artificial	are_you_a_bot
i was wondering what age you are	how_old_are_you
pull up ramen recipes please	recipe
play the song called dancing on the ceiling	play_music
cumin may be substituted for tumeric	ingredient_substitution
tell my bank that i'm going to france	travel_notification
ai, how are you doing	greeting
review of my card apr	apr
can i get my w-2 online	w2
can you tell me when my flight is going to board	flight_status
please unreserve that table	cancel_reservation
remove wine and add beer to my shopping list	shopping_list_update
turn tv on please	smart_home
whats the total of my federal taxes	taxes
how do i change my pin for number for my abc bank account	pin_change
tell me the reviews for chipotle	restaurant_reviews
did i get my car inspected recently	last_maintenance
do they use weird plugs in australia where i'd need some kind of socket converter	plug_type
can i get a timer set	timer
where do you suggest i plan my next vacation	travel_suggestion
tell me the name of this song	what_song
could you let me know what song this is	what_song
restore my factory settings immediately please	reset_settings
what is the total number of days i have taken off so far	pto_used
can i move some money between my two accounts	transfer
what do you i need to make pizza dough	ingredients_list
i need to know where to get a w-2 form	w2
let me know when my credit card expire	expiration_date
i missed what you said, please say it again	repeat
can i get beer within my deposit account	balance
where are you coming from	where_are_you_from
can you multiply 45 by 23	calculator
where do i find my w-2 form	w2
where do i report that my card was lost	report_lost_card
read me the definition of ajar	definition
steps to raise my credit score	improve_credit_score
check the apr on my disney visa, please	apr
please look up my card's expiration date	expiration_date
what date does my capital one card expire	expiration_date
do you have any good ways to make tomato soup	recipe
do i need a travel visa to visit japan	international_visa
what is the calorie count for muffins	calories
tell me where you were created	where_are_you_from
help, i've lost my cellphone!	find_phone
i need you to set timer for me	timer
can you provide me my credit score	credit_score
can you turn my lights down just a bit	smart_home
can you share a humorous joke with me	tell_joke
can you add remember to register for the race on my calendar for the 15th of march	calendar_update
i'd like to you order everything that's on my shopping list	order
a meeting needs to be schedule and i need to know how	schedule_meeting
what's the interest rate on my savings account	interest_rate
how about a reminder	reminder_update
what time is it over in pacific time	time
take soda from my shopping list, and while you're at it add tea	shopping_list_update
i am going to south america, let my bank know	travel_notification
check the status of my credit card application please	application_status
what ingredients are required for chicken noodle soup	ingredients_list
is my order shown as delivered	order_status
i want to know the expiry month of my card	expiration_date
let me know the status of flight dl123	flight_status
that's wrong	no
what are the things you can help me with	what_can_i_ask_you
what is the tire pressure of the car	tire_pressure
find me a room near the jacksonville stadium between january 1st through january 3rd	book_hotel
where do you call home	where_are_you_from
how do i slow down my ai's voice	change_speed
i'd like to pay $4735 to my water bill	pay_bill
please rely on your original settings	reset_settings
how much do i owe the irs	taxes
whats the minimum payment on my electric bill	min_payment
how do i make that scottish dish with all the blood and sausage	recipe
i need you to reserve a table for 4 at red robin under the name kevin at 7	restaurant_reservation
who do i contact to report fraud on my visa	report_fraud
call my friend aj	make_call
can you tell me delta's carry on policy	carry_on
how can i rent a ride in alaska from march 5th to march 18th	car_rental
set my amex pin to 1234	pin_change
is there a way to increase the credit limit on my american express card	credit_limit_change
any suggestions for a peruvian meal	meal_suggestion
what is my current gas level at	gas
what kind of questions can i ask you	what_can_i_ask_you
i want the volume at level 4	change_volume
2 cups of grapes have how many calories	calories
can you show me the dictionary definition of ajar	definition
can you complete an application for a new credit card for me	new_card
transfer 100 dollars between checking and savings	transfer
please repeat what you just said	repeat
does the country have a travel alert	travel_alert
could you repeat what you just said again	repeat
can you find a recipe on how to make chow mein	recipe
i need you to remind me to get something done	reminder_update
speak slower	change_speed
what is the process to set up a meeting	schedule_meeting
give me directions to phoenix	directions
what number do you get when you roll one six sided die	roll_dice
will i get my paycheck soon	payday
have i got any meetings today with sara	meeting_schedule
can you tell me how you're doing today	greeting
at walmart my card got declined when i was buyng qtips	card_declined
please put dusting on my list of things to do	todo_list_update
when is my next direct deposit from my job	payday
what are the gps coordinates where i am located	current_location
what is 8 factorial	calculator
i must call roderick	make_call
go ahead and skip this song and play the next one	next_song
i gotta know when my flight will land	flight_status
i'm looking for a roundtrip flight from fwa to hsv for march first to march fifth	book_flight
do you know what my precise credit score is	credit_score
is it safe for me to visit malawi	travel_alert
what year were you born	how_old_are_you
where the bleep did i put my bleeping phone	find_phone
i am needing to know what some of your hobbies are	what_are_your_hobbies
how many miles until i change my tires	tire_change
could you list my health benefits	insurance
will you let me know my bank balance	balance
how safe is it to travel to mongolia (how safe is mongolia)	travel_alert
what is my to-do list like today	todo_list
i need to know what traffic will be like in temp	traffic
how long is it safe to leave shrimp in the fridge	food_last
look for travel alerts for china	travel_alert
heller	greeting
what is my b of a credit card's apr	apr
find the nutrition info for ketchup for me	nutrition_info
can you suggest meals from italy to me	meal_suggestion
how much are my state taxes	taxes
how much vacation have i earned	pto_balance
what's the minimum amount for my electric bill	min_payment
are there any travel alerts for ukraine	travel_alert
can you adjust the lights down	smart_home
i want to hear the next song	next_song
what kind of insurance plan am i enrolled in	insurance
are there are any good places in washington that serve cheese pizza	restaurant_suggestion
put the volume to 4	change_volume
i'm out of kleenex so will you put that on my shopping list	shopping_list_update
how to protect my credit score	improve_credit_score
tell me the time in las vegas	time
can you get access to my phone right now	sync_device
will the restaurant be busy at 5pm	how_busy
what's the total i've spent on shoes this month	spending_history
i wanna have an appointment to get my oil changed	schedule_maintenance
please change the name you refer to me by	change_user_name
do i have any meetings today between 9 and 10:15	meeting_schedule
how much did i spend on gear two weeks ago	spending_history
do you know the mpg for this vehicle	mpg
how healthy is spaghetti	nutrition_info
looks like someone made an unauthorized charge to nike on my account	report_fraud
what's your home town	where_are_you_from
please respond to me in english from now on	change_language
i tried to use my credit card yesterday, but it did not work	card_declined
is there traffic on dove road	traffic
do you like appreciate cats or dogs more	do_you_have_pets
is my daughter's birthday on my calendar	calendar
when is my at&t bill due	bill_due
how do i update my pin number for my account	pin_change
i want to put in a pto request for march 1-8	pto_request
any idea where flight dl123 is right now	flight_status
can anyone help me pay my car bill	pay_bill
i don't know how to spell squirrel	spelling
do you know where my cellphone is	find_phone
tell me what the gas mileage is on my car	mpg
my visa has been stolen by someone	report_lost_card
what is the caloric total in these muffins	calories
remind me to take the chicken out in a hour	reminder_update
what's the best way to get a mastercard	new_card
cancel my reservation at osteria for our party	cancel_reservation
can i obtain health benefits	insurance
what's the funniest thing you know about artificial intelligence	tell_joke
get me an uber	uber
where can i find when my car payment bill is due	bill_due
spell curiosity for me	spelling
would you tell me who made the ai	who_made_you
can i substitute rice milk for milk	ingredient_substitution
what is the status of my frontier flight	flight_status
is honey a good sugar substitute	ingredient_substitution
what ingredients are in beef jerkey	ingredients_list
can i have more information about this car's highway mpg	mpg
is it okay to switch water for milk	ingredient_substitution
roll a 9 sided dice	roll_dice
pair with phone	sync_device
"""where i can use word """"rescind"""	definition
who's responsible for your existence	who_made_you
tell me some things i can do to secure my credit rating	improve_credit_score
how should i address you	what_is_your_name
should i schedule a car maintenance	schedule_maintenance
something's come up so i need to cancel my reservation so now	cancel_reservation
what's an example of a good apr and what do i have	apr
i need to rent an suv in charlestown for the first week in june who do you suggest	car_rental
you need to help me find my cellphone	find_phone
is there any traffic on the way to the bank	traffic
what's the name of this song i'm listening to	what_song
where were you programmed	who_made_you
i need to know how long until the next day off	next_holiday
please remind me to do this later	reminder_update
is my tire pressure okay	tire_pressure
when does my flight arrive	flight_status
when will my next vacation day be	next_holiday
where is the closest red lobster to my location right now, which is 5th avenue	directions
can you tell me what time i am meeting with sarah today	meeting_schedule
you could tell me if you were real	are_you_a_bot
find me a hotel with good reviews in phoenix	book_hotel
delete all calendar entries on march 3	calendar_update
what subjects or areas are you familiar with	what_can_i_ask_you
at four, how much business does georgio have	how_busy
i'd really like to set up a direct deposit for my paycheck	direct_deposit
could you schedule a meeting with john smith at 1 pm tomorrow	schedule_meeting
where is the closest gas station to glendale	directions
give me a hand finding my mobile device	find_phone
recipes for garlic bread please	recipe
disconnect from my phone	sync_device
what's the weather looking like	weather
x is who i need to call	make_call
i need to know all about the nutrition of the beef taco	nutrition_info
when would you change my tires	tire_change
what is the mpg like for this car while driving in the city	mpg
was my order dropped off	order_status
i need a 10 minute timer	timer
how long do i have left to pay for my chase credit card	bill_due
go back to initial settings	reset_settings
when do i finally get a day off	next_holiday
tell me something funny about horses	tell_joke
i was in target about to buy a chair when my card got declined	card_declined
let me know how to make a vacation request	pto_request
if you were getting a pet, would you get a cat or would you get a dog	do_you_have_pets
my credit score is	credit_score
please remove the phone's sync	sync_device
what things are on my todo list	todo_list
i need you to reset your factory settings	reset_settings
i want to learn a neat fact about black holes	fun_fact
how many canadian dollars can i exchange for 200 yen	exchange_rate
where's my w-2	w2
show me the application for a visa card	new_card
show me what's on the shopping list	shopping_list
is it going to rain tomorrow	weather
can you check when my visa card expires	expiration_date
do you enjoy any hobbies	what_are_your_hobbies
what are my insurance amenities	insurance
i want to visit chicago by bus what do i need to do	directions
what hobbies do you enjoy in your free time	what_are_your_hobbies
is there a way to get a new insurance plan	insurance_change
water is spelled how	spelling
when do i have to get my tires changed	tire_change
how much total gas do i have	gas
how is the traffic on rt 5 towards my work , community bank	traffic
how much vacation have i taken	pto_used
can you show me my shopping list	shopping_list
how much are taxes on this	taxes
can you call an uber for 2 to go to proof on main	uber
please only call me joe	change_user_name
are there any holidays coming and when	next_holiday
i really cannot remember what my pin is for my bank of america checking account	pin_change
put on lights	smart_home
do i need a visa to travel to mexico	international_visa
what do you do in your spare time	what_are_your_hobbies
tell me what is on my calendar for march 2	calendar
what is the meaning of incandescent	definition
create a new timer	timer
when can i commute my tires next	tire_change
when's payday	payday
i need you to make my bank aware that i will be visiting taiwan from the 22nd of february until the 3rd of march	travel_notification
i'm out of soap so will you order me some more	order
what is your name	what_is_your_name
what do i have on my calendar for march 2	calendar
can you cancel it	cancel
please set a reminder for me to put the clothes in the dryer	reminder_update
for how long have you existed	how_old_are_you
can you change the limit on my credit please	credit_limit_change
ai, what do people call you	what_is_your_name
i was at macys trying to buy shoes and my card got declined	card_declined
reserve a meeting room for friday, 5pm	schedule_meeting
i must get a hotel in phoenix near chase field from january 4th to the 8th	book_hotel
show me trivia about cats	fun_fact
how do i know that you're a person	are_you_a_bot
can i put in a pto request for september 1st to september 8th	pto_request
if i lose my job will my credit score go down	improve_credit_score
has my credit card application been processed yet	application_status
i think it is false	no
what's the date on which my last oil change occurred	last_maintenance
i'm out of paper plates so will you order me some more	order
i'd like to buy a lamp online	order
what are the pets that you raise	do_you_have_pets
help me get an american express card	new_card
i need to do cleaning so add it to my to do list	todo_list_update
is there meaning in life	meaning_of_life
i'd like to know when my next day off is	next_holiday
the reservation i created is not necessary anymore	cancel_reservation
schedule an uber to the bean	uber
be quiet	cancel
what's the current amount of vacation owed to me	pto_balance
what kind of reviews does the olive garden have	restaurant_reviews
i don't need my reservation, can you cancel it	cancel_reservation
i am going out of country and my bank needs to be notified	travel_notification
what was the reason my bank account was frozen	account_blocked
timer 5 minutes	timer
is there anything fun to do in berlin	travel_suggestion
i want to reserve table for 5 at red robin under the name sara at 5	restaurant_reservation
set my temp to 75	smart_home
instead of pepper, can i use salt	ingredient_substitution
does my checking account have a pin number	pin_change
when's my next payday	payday
what can i ask you	what_can_i_ask_you
i need to know how many carry ons i can take on a flight with southwest airlines to houston	carry_on
where my phone	find_phone
online order: status	order_status
put a block on my amalgamated bank account right now	freeze_account
how does this cars mpg do on the highway	mpg
please introduce yourself	what_is_your_name
i'd like to cancel my reservation for 5 at hoss's steak house	cancel_reservation
could you submit a pto request for me for dates june 11 to 14	pto_request
hit me with a good joke	tell_joke
can you submit a pto request for me from dates nov 2 to 10, please	pto_request
when am i due for my next paycheck	payday
who can look at my car, the engine light is on	schedule_maintenance
what is the spelling of potato	spelling
what's my vacation day usage so far	pto_used
freeze my account at the bank immediately	freeze_account
tell me if you are a person or ai	are_you_a_bot
how do you address me	user_name
when do i need to pay my dte energy bill	bill_due
can you please talk slower	change_speed
you can call me michael	change_user_name
can i swap chili for sloppy joe mix in the recipe	ingredient_substitution
please suggest meals from italy to me	meal_suggestion
provide a random roll of the dice	roll_dice
how many holiday days do i have left to use	pto_balance
do you know any fun facts about mt everest	fun_fact
read me everything on my shopping list	shopping_list
make my pin 1234 for my checking account	pin_change
are the reviews for mi casita good	restaurant_reviews
on a flight with jin air to jeju, how many carry ons are allowed	carry_on
"""""""please contact my credit card company to report fraudulent activity on"""	report_fraud
how many pto days are in my possesion	pto_balance
can i get a new card	new_card
tell me how many days i've taken off at this point	pto_used
how will i find my current location	current_location
i want to find out what my credit score is	credit_score
i have a fraudulent transaction from fry's on my account	report_fraud
i need to add iep meeting to my calendar on april 15th	calendar_update
what is the real meaning of life	meaning_of_life
did i schedule any meetings for today	meeting_schedule
i need you to increase your speaker volume	change_volume
clear my calendar for tomorrow	calendar_update
put song in springtime playlist	update_playlist
if i want to travel to singapore do i need a visa	international_visa
i need to book a flight on jet blue to boston from new york	book_flight
is the gang getting together this afternoon	meeting_schedule
i need to let my bank know i will be in america from april to may	travel_notification
do you know when i can expect my next paycheck	payday
how do you spell out wednesday	spelling
what's the ultimate day for me to pay the internet bill	bill_due
what should i do for fun in tokyo	travel_suggestion
add bread to my list of things to buy	shopping_list_update
what is the current tune	what_song
i want to hear cool bee facts	fun_fact
set up a reminder to mail a check tommorow	reminder_update
give me the apr for my mastercard	apr
tell me what the word die means	definition
i need this song on my jam playlist	update_playlist
tell me the expiration date for my current credit card	expiration_date
does mexico require me to have a visa to travel there	international_visa
just shut up	cancel
show me popular sushi recipes	recipe
how do i put in for vacation	pto_request
i need to get my tired checked at one of the location	schedule_maintenance
does delta have any restrictions for what i can carry on	carry_on
i wanna play the song that goes like hey jude don't make it bad	play_music
when did i last collect my salary	payday
does international travel always require a visa	international_visa
refrain from talking	cancel
what sorts of hobbies do you enjoy	what_are_your_hobbies
take doing the dishes off my todo list	todo_list_update
i want to hear something funny about politicsi	tell_joke
go ahead and go back to the original settings	reset_settings
can you roll an eight sided die and tell me what it comes up as	roll_dice
track my package please	order_status
how much pressure are currently in my tires	tire_pressure
help me schedule a meeting	schedule_meeting
i need what ingredients for meatloaf	ingredients_list
what's today's high and low	weather
can i initiate a one-time transfer from my savings account to my money market account	transfer
can you find a hearty lasagna recipe	recipe
how do i get that tax form from my employer	w2
please take off my calendar on saturday the 6th birthday party for john	calendar_update
how do i inform my bank i'm going to paris	travel_notification
remind me to call my mother saturday morning	reminder_update
give me italian meal ideas	meal_suggestion
i need to know how to spell excellent	spelling
what is the name you call me saved as	user_name
how long should i cook a spiral ham	cook_time
i want to roll a dice	roll_dice
what is the best rated hotel in evans	book_hotel
to which company is your design accredited to	who_made_you
does france have any travel alerts i should be aware of	travel_alert
what did your friends call you	what_is_your_name
set a timer to go off in 5 minutes	timer
where can i pick up a good burger near where i am	restaurant_suggestion
what kind of plug converter is needed in c	plug_type
i accidentally bent my card, what do i do	damaged_card
what state were you born in	where_are_you_from
can you help me do math	calculator
what is the calorie content in potatoes	calories
what is my interest rate for my scotiabank account	interest_rate
please tell me the month and year of expiration for my discover card	expiration_date
please help me book a rental car for nashville	car_rental
how can i rent a car in las vegas	car_rental
what's my schedule like for thursday the 14th	calendar
are you familiar with any types of subjects	what_can_i_ask_you
i'd like to go on vacation	pto_request
what's the latest i can pay my cellular bill	bill_due
how bad is the traffic waiting for the staten island ferry at 8 am	traffic
i wish to apply for a visa card	new_card
i would like to request an uber please	uber
i would like to do some things in phoenix	travel_suggestion
i'd like to make a reservation at rooth chris, can you do that	restaurant_reservation
at yakamoto how is their sushi	restaurant_reviews
did discover get my card application yet	application_status
why is my bank account frozen	account_blocked
set default language to english	change_language
safety concerns for malaysia	travel_alert
can you call me bobby instead of bob	change_user_name
purchase a flight from boise to sacramento on sunday and returning on wednesday	book_flight
can you tell me what 30% off 279 is, please	calculator
what day is payday	payday
what is the definition of altruism	definition
i want to hear what you think life's purpose is about	meaning_of_life
how many years do you have	how_old_are_you
can i get to work on my fuel tank	gas
i'd like to report a fraudulent charge from people's natural gas	report_fraud
how do you set up direct deposit	direct_deposit
create a reminder to give the cat her flea medicine	reminder_update
where should i travel if i want to visit some history museums	travel_suggestion
when did my oil last get changed	last_maintenance
i creased my card today, contact the bank	damaged_card
i love dad jokes can you tell me one	tell_joke
where's the nearest gas station	directions
no that isn't the case	no
call dave	make_call
what's the nutritional info for an apple	nutrition_info
do they serve good tacos at the buffet	restaurant_reviews
hello, how are you	greeting
how are the reviews for tacos at the buffet	restaurant_reviews
give me my credit score	credit_score
how often should my tires be changed	tire_change
i must know the closest gas station to glendale	directions
is there anyone available to help pay an internet bill	pay_bill
i was trying to get food at publix, why was my card declined	card_declined
in cleveland, are there any good places that serve clams	restaurant_suggestion
where exactly am i	current_location
how many calories are in a cookie	calories
please remove laundry from my list of chores	todo_list_update
how much of my pto have i depleted	pto_used
remind me to call bob	reminder_update
get happy on my rb playlist	update_playlist
tell me if you can help pay a bill	pay_bill
let me know when my car was last looked at	last_maintenance
which holiday is next in line	next_holiday
do you have any restaurant recommendations	restaurant_suggestion
my card was not accepted for buying a computer at best buy	card_declined
what are the reviews like for bar tartine	restaurant_reviews
are there meetings scheduled for today	meeting_schedule
please raise volume	change_volume
can you play the song that starts with doo doo doo	play_music
i would like you to buy me some paper plates	order
create for me a pto request for march 16-21	pto_request
i would like to take a paid time off for february 7 and 8	pto_request
when does my gas bill need paid by	bill_due
give me the nutrition facts for chicken breast	nutrition_info
is pizza considered healthy	nutrition_info
what is 2 + 2	calculator
